FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;COMUNA;FECHA(YYYYMMDD)
110617;0;;;38.74;Concepcion;20110617
110618;0;;;16.74;Concepcion;20110618
110619;0;;;8.20998;Concepcion;20110619
110620;0;;;4.356;Concepcion;20110620
110621;0;;;5.814;Concepcion;20110621
110622;0;;;23.01;Concepcion;20110622
110623;0;;;34.72;Concepcion;20110623
110624;0;;;37.72;Concepcion;20110624
110625;0;;;28.96;Concepcion;20110625
110626;0;;;97.1;Concepcion;20110626
110627;0;;;134.3;Concepcion;20110627
110628;0;;;189.7;Concepcion;20110628
110629;0;;;50.35;Concepcion;20110629
110630;0;;;30.77;Concepcion;20110630
110701;0;;;13.21;Concepcion;20110701
110702;0;;;34.97;Concepcion;20110702
110703;0;;;47.79;Concepcion;20110703
110704;0;;;57.36;Concepcion;20110704
110705;0;;;42.79;Concepcion;20110705
110706;0;;;47.3799;Concepcion;20110706
110707;0;;;45.89;Concepcion;20110707
110708;0;;;83.1;Concepcion;20110708
110709;0;;;68.3197;Concepcion;20110709
110710;0;;;52.64;Concepcion;20110710
110711;0;;;22.1;Concepcion;20110711
110712;0;;;11.22;Concepcion;20110712
110713;0;;;7.14799;Concepcion;20110713
110714;0;;;29.93;Concepcion;20110714
110715;0;;;18.12;Concepcion;20110715
110716;0;;;5.34399;Concepcion;20110716
110717;0;;;11.9;Concepcion;20110717
110718;0;;;9.15999;Concepcion;20110718
110719;0;;;16.07;Concepcion;20110719
110720;0;;;22.11;Concepcion;20110720
110721;0;;;40.23;Concepcion;20110721
110722;0;;;21.35;Concepcion;20110722
110723;0;;;29.18;Concepcion;20110723
110724;0;;;21.54;Concepcion;20110724
110725;0;;;21.33;Concepcion;20110725
110726;0;;;5.703;Concepcion;20110726
110727;0;;;15.88;Concepcion;20110727
110728;0;;;27.83;Concepcion;20110728
110729;0;;;10.43;Concepcion;20110729
110730;0;;;22.71;Concepcion;20110730
110731;0;;;27.45;Concepcion;20110731
110801;0;;;32.61;Concepcion;20110801
110802;0;;;50.9;Concepcion;20110802
110803;0;;;43.91;Concepcion;20110803
110804;0;;;28.67;Concepcion;20110804
110805;0;;;37.42;Concepcion;20110805
110806;0;;;20.22;Concepcion;20110806
110807;0;;;7.059;Concepcion;20110807
110808;0;;;7.842;Concepcion;20110808
110809;0;;;19.92;Concepcion;20110809
110810;0;;;17.81;Concepcion;20110810
110811;0;;;3.057;Concepcion;20110811
110812;0;;;3.98;Concepcion;20110812
110813;0;;;6.84499;Concepcion;20110813
110814;0;;;18.63;Concepcion;20110814
110815;0;;;3.055;Concepcion;20110815
110816;0;;;169.8;Concepcion;20110816
110817;0;;;44.33;Concepcion;20110817
110818;0;;;6.917;Concepcion;20110818
110819;0;;;16.92;Concepcion;20110819
110820;0;;;31.04;Concepcion;20110820
110821;0;;;51.1;Concepcion;20110821
110822;0;;;40.77;Concepcion;20110822
110823;0;;;39.81;Concepcion;20110823
110824;0;;;36.11;Concepcion;20110824
110825;0;;;111.9;Concepcion;20110825
110826;0;;;39.95;Concepcion;20110826
110827;0;;;29.61;Concepcion;20110827
110828;0;;;10.94;Concepcion;20110828
110829;0;;;9.32999;Concepcion;20110829
110830;0;;;8.17;Concepcion;20110830
110831;0;;;12.17;Concepcion;20110831
110901;0;;;19.11;Concepcion;20110901
110902;0;;;30.08;Concepcion;20110902
110903;0;;;11.71;Concepcion;20110903
110904;0;;;2.518;Concepcion;20110904
110905;0;;;1.543;Concepcion;20110905
110906;0;;;0.052;Concepcion;20110906
110907;0;;;0.184;Concepcion;20110907
110908;0;;;169.5;Concepcion;20110908
110909;0;;;47.1;Concepcion;20110909
110910;0;;;16.07;Concepcion;20110910
110911;0;;;7.181;Concepcion;20110911
110912;0;;;0.879;Concepcion;20110912
110913;0;;;29.63;Concepcion;20110913
110914;0;;;38.93;Concepcion;20110914
110915;0;;;48.0699;Concepcion;20110915
110916;0;;;43.04;Concepcion;20110916
110917;0;;;26.95;Concepcion;20110917
110918;0;;;27.44;Concepcion;20110918
110919;0;;;33.31;Concepcion;20110919
110920;0;;;43.0099;Concepcion;20110920
110921;0;;;39.22;Concepcion;20110921
110922;0;;;37.72;Concepcion;20110922
110923;0;;;31.19;Concepcion;20110923
110924;0;;;14.46;Concepcion;20110924
110925;0;;;4.503;Concepcion;20110925
110926;0;;;0.533998;Concepcion;20110926
110927;0;;;22.14;Concepcion;20110927
110928;0;;;29.45;Concepcion;20110928
110929;0;;;24.52;Concepcion;20110929
110930;0;;;3.472;Concepcion;20110930
111001;0;;;19.23;Concepcion;20111001
111002;0;;;17.76;Concepcion;20111002
111003;0;;;17.83;Concepcion;20111003
111004;0;;;14.22;Concepcion;20111004
111005;0;;;13.47;Concepcion;20111005
111006;0;;;42.17;Concepcion;20111006
111007;0;;;53.04;Concepcion;20111007
111008;0;;;67.6399;Concepcion;20111008
111009;0;;;0.053;Concepcion;20111009
111010;0;;;28.01;Concepcion;20111010
111011;0;;;26.97;Concepcion;20111011
111012;0;;;18.38;Concepcion;20111012
111013;0;;;27.4;Concepcion;20111013
111014;0;;;0.054;Concepcion;20111014
111015;0;;;31.73;Concepcion;20111015
111016;0;;;24.85;Concepcion;20111016
111017;0;;;7.71899;Concepcion;20111017
111018;0;;;11.68;Concepcion;20111018
111019;0;;;30.91;Concepcion;20111019
111020;0;;;40.03;Concepcion;20111020
111021;0;;;31.37;Concepcion;20111021
111022;0;;;31.21;Concepcion;20111022
111023;0;;;37.48;Concepcion;20111023
111024;0;;;45.5699;Concepcion;20111024
111025;0;;;41.93;Concepcion;20111025
111026;0;;;53.35;Concepcion;20111026
111027;0;;;61.74;Concepcion;20111027
111028;0;;;46.99;Concepcion;20111028
111029;0;;;;Concepcion;20111029
111030;0;;;;Concepcion;20111030
111031;0;;;;Concepcion;20111031
111101;0;;;;Concepcion;20111101
111102;0;;;;Concepcion;20111102
111103;0;;;;Concepcion;20111103
111104;0;;;;Concepcion;20111104
111105;0;;;;Concepcion;20111105
111106;0;;;;Concepcion;20111106
111107;0;;;;Concepcion;20111107
111108;0;;;;Concepcion;20111108
111109;0;;;;Concepcion;20111109
111110;0;;;;Concepcion;20111110
111111;0;;;;Concepcion;20111111
111112;0;;;;Concepcion;20111112
111113;0;;;;Concepcion;20111113
111114;0;;;;Concepcion;20111114
111115;0;;;;Concepcion;20111115
111116;0;;;;Concepcion;20111116
111117;0;;;;Concepcion;20111117
111118;0;;;;Concepcion;20111118
111119;0;;;;Concepcion;20111119
111120;0;;;;Concepcion;20111120
111121;0;;;;Concepcion;20111121
111122;0;;;;Concepcion;20111122
111123;0;;;;Concepcion;20111123
111124;0;;;;Concepcion;20111124
111125;0;;;;Concepcion;20111125
111126;0;;;;Concepcion;20111126
111127;0;;;;Concepcion;20111127
111128;0;;;;Concepcion;20111128
111129;0;;;;Concepcion;20111129
111130;0;;;;Concepcion;20111130
111201;0;;;;Concepcion;20111201
111202;0;;;;Concepcion;20111202
111203;0;;;;Concepcion;20111203
111204;0;;;;Concepcion;20111204
111205;0;;;;Concepcion;20111205
111206;0;;;;Concepcion;20111206
111207;0;;;;Concepcion;20111207
111208;0;;;;Concepcion;20111208
111209;0;;;;Concepcion;20111209
111210;0;;;;Concepcion;20111210
111211;0;;;;Concepcion;20111211
111212;0;;;;Concepcion;20111212
111213;0;;;;Concepcion;20111213
111214;0;;;;Concepcion;20111214
111215;0;;;;Concepcion;20111215
111216;0;;;;Concepcion;20111216
111217;0;;;;Concepcion;20111217
111218;0;;;;Concepcion;20111218
111219;0;;;;Concepcion;20111219
111220;0;;;;Concepcion;20111220
111221;0;;;;Concepcion;20111221
111222;0;;;;Concepcion;20111222
111223;0;;;;Concepcion;20111223
111224;0;;;;Concepcion;20111224
111225;0;;;;Concepcion;20111225
111226;0;;;;Concepcion;20111226
111227;0;;;;Concepcion;20111227
111228;0;;;;Concepcion;20111228
111229;0;;;;Concepcion;20111229
111230;0;;;;Concepcion;20111230
111231;0;;;;Concepcion;20111231
120101;0;;;;Concepcion;20120101
120102;0;;;;Concepcion;20120102
120103;0;;;;Concepcion;20120103
120104;0;;;;Concepcion;20120104
120105;0;;;;Concepcion;20120105
120106;0;;;;Concepcion;20120106
120107;0;;;;Concepcion;20120107
120108;0;;;;Concepcion;20120108
120109;0;;;;Concepcion;20120109
120110;0;;;;Concepcion;20120110
120111;0;;;;Concepcion;20120111
120112;0;;;;Concepcion;20120112
120113;0;;;;Concepcion;20120113
120114;0;;;;Concepcion;20120114
120115;0;;;;Concepcion;20120115
120116;0;;;;Concepcion;20120116
120117;0;;;;Concepcion;20120117
120118;0;;;;Concepcion;20120118
120119;0;;;;Concepcion;20120119
120120;0;;;;Concepcion;20120120
120121;0;;;;Concepcion;20120121
120122;0;;;;Concepcion;20120122
120123;0;;;;Concepcion;20120123
120124;0;;;;Concepcion;20120124
120125;0;;;;Concepcion;20120125
120126;0;;;;Concepcion;20120126
120127;0;;;;Concepcion;20120127
120128;0;;;;Concepcion;20120128
120129;0;;;;Concepcion;20120129
120130;0;;;;Concepcion;20120130
120131;0;;;;Concepcion;20120131
120201;0;;;;Concepcion;20120201
120202;0;;;;Concepcion;20120202
120203;0;;;;Concepcion;20120203
120204;0;;;;Concepcion;20120204
120205;0;;;;Concepcion;20120205
120206;0;;;;Concepcion;20120206
120207;0;;;;Concepcion;20120207
120208;0;;;;Concepcion;20120208
120209;0;;;;Concepcion;20120209
120210;0;;;;Concepcion;20120210
120211;0;;;;Concepcion;20120211
120212;0;;;;Concepcion;20120212
120213;0;;;;Concepcion;20120213
120214;0;;;;Concepcion;20120214
120215;0;;;;Concepcion;20120215
120216;0;;;;Concepcion;20120216
120217;0;;;;Concepcion;20120217
120218;0;;;;Concepcion;20120218
120219;0;;;;Concepcion;20120219
120220;0;;;;Concepcion;20120220
120221;0;;;;Concepcion;20120221
120222;0;;;;Concepcion;20120222
120223;0;;;;Concepcion;20120223
120224;0;;;;Concepcion;20120224
120225;0;;;;Concepcion;20120225
120226;0;;;;Concepcion;20120226
120227;0;;;;Concepcion;20120227
120228;0;;;;Concepcion;20120228
120229;0;;;;Concepcion;20120229
120301;0;;;;Concepcion;20120301
120302;0;;;;Concepcion;20120302
120303;0;;;;Concepcion;20120303
120304;0;;;;Concepcion;20120304
120305;0;;;;Concepcion;20120305
120306;0;;;;Concepcion;20120306
120307;0;;;;Concepcion;20120307
120308;0;;;;Concepcion;20120308
120309;0;;;;Concepcion;20120309
120310;0;;;;Concepcion;20120310
120311;0;;;;Concepcion;20120311
120312;0;;;;Concepcion;20120312
120313;0;;;;Concepcion;20120313
120314;0;;;;Concepcion;20120314
120315;0;;;;Concepcion;20120315
120316;0;;;;Concepcion;20120316
120317;0;;;;Concepcion;20120317
120318;0;;;;Concepcion;20120318
120319;0;;;;Concepcion;20120319
120320;0;;;;Concepcion;20120320
120321;0;;;;Concepcion;20120321
120322;0;;;;Concepcion;20120322
120323;0;;;;Concepcion;20120323
120324;0;;;;Concepcion;20120324
120325;0;;;;Concepcion;20120325
120326;0;;;;Concepcion;20120326
120327;0;;;;Concepcion;20120327
120328;0;;;;Concepcion;20120328
120329;0;;;;Concepcion;20120329
120330;0;;;;Concepcion;20120330
120331;0;;;;Concepcion;20120331
120401;0;;;90.5;Concepcion;20120401
120402;0;;;184;Concepcion;20120402
120403;0;;;60.7599;Concepcion;20120403
120404;0;;;56.25;Concepcion;20120404
120405;0;;;49.78;Concepcion;20120405
120406;0;;;14.03;Concepcion;20120406
120407;0;;;4.605;Concepcion;20120407
120408;0;;;3.987;Concepcion;20120408
120409;0;;;3.987;Concepcion;20120409
120410;0;;;3.988;Concepcion;20120410
120411;0;;;3.988;Concepcion;20120411
120412;0;;;3.987;Concepcion;20120412
120413;0;;;0.15;Concepcion;20120413
120414;0;;;94.3999;Concepcion;20120414
120415;0;;;65.5698;Concepcion;20120415
120416;0;;;84.1;Concepcion;20120416
120417;0;;;185.3;Concepcion;20120417
120418;0;;;73.4198;Concepcion;20120418
120419;0;;;181.4;Concepcion;20120419
120420;0;;;75.0598;Concepcion;20120420
120421;0;;;58.8;Concepcion;20120421
120422;0;;;6.52399;Concepcion;20120422
120423;0;;;173.8;Concepcion;20120423
120424;0;;;40.04;Concepcion;20120424
120425;0;;;62.96;Concepcion;20120425
120426;0;;;83.1;Concepcion;20120426
120427;0;;;92.6;Concepcion;20120427
120428;0;;;92.7998;Concepcion;20120428
120429;0;;;88.7998;Concepcion;20120429
120430;0;;;31.22;Concepcion;20120430
120501;0;;;37.56;Concepcion;20120501
120502;0;;;47.95;Concepcion;20120502
120503;0;;;43.73;Concepcion;20120503
120504;0;;;62.23;Concepcion;20120504
120505;0;;;65.8899;Concepcion;20120505
120506;0;;;52.11;Concepcion;20120506
120507;0;;;41.8;Concepcion;20120507
120508;0;;;15.37;Concepcion;20120508
120509;0;;;33.05;Concepcion;20120509
120510;0;;;87.3999;Concepcion;20120510
120511;0;;;68.6898;Concepcion;20120511
120512;0;;;69.09;Concepcion;20120512
120513;0;;;81.8999;Concepcion;20120513
120514;0;;;184.7;Concepcion;20120514
120515;0;;;86.5;Concepcion;20120515
120516;0;;;124.2;Concepcion;20120516
120517;0;;;78.98;Concepcion;20120517
120518;0;;;83.8999;Concepcion;20120518
120519;0;;;172.9;Concepcion;20120519
120520;0;;;196.5;Concepcion;20120520
120521;0;;;95.6;Concepcion;20120521
120522;0;;;61.67;Concepcion;20120522
120523;0;;;63.0699;Concepcion;20120523
120524;0;;;108.3;Concepcion;20120524
120525;0;;;141.4;Concepcion;20120525
120526;0;;;192.1;Concepcion;20120526
120527;0;;;;Concepcion;20120527
120528;0;;;;Concepcion;20120528
120529;0;;;146.3;Concepcion;20120529
120530;0;;;198.4;Concepcion;20120530
120531;0;;;198.4;Concepcion;20120531
120601;0;;;100;Concepcion;20120601
120602;0;;;16.56;Concepcion;20120602
120603;0;;;89.8999;Concepcion;20120603
120604;0;;;100;Concepcion;20120604
120605;0;;;100;Concepcion;20120605
120606;0;;;42.97;Concepcion;20120606
120607;0;;;89.2998;Concepcion;20120607
120608;0;;;100;Concepcion;20120608
120609;0;;;100;Concepcion;20120609
120610;0;;;100;Concepcion;20120610
120611;0;;;100;Concepcion;20120611
120612;0;;;100;Concepcion;20120612
120613;0;;;54.53;Concepcion;20120613
120614;0;;;;Concepcion;20120614
120615;0;;;;Concepcion;20120615
120616;0;;;;Concepcion;20120616
120617;0;;;;Concepcion;20120617
120618;0;;;;Concepcion;20120618
120619;0;;;;Concepcion;20120619
120620;0;;;;Concepcion;20120620
120621;0;;;;Concepcion;20120621
120622;0;;;;Concepcion;20120622
120623;0;;;;Concepcion;20120623
120624;0;;;;Concepcion;20120624
120625;0;;;;Concepcion;20120625
120626;0;;;;Concepcion;20120626
120627;0;;;;Concepcion;20120627
120628;0;;;;Concepcion;20120628
120629;0;;;;Concepcion;20120629
120630;0;;;;Concepcion;20120630
120701;0;;;;Concepcion;20120701
120702;0;;;;Concepcion;20120702
120703;0;;;;Concepcion;20120703
120704;0;;;;Concepcion;20120704
120705;0;;;;Concepcion;20120705
120706;0;;;;Concepcion;20120706
120707;0;;;;Concepcion;20120707
120708;0;;;;Concepcion;20120708
120709;0;;;;Concepcion;20120709
120710;0;;;;Concepcion;20120710
120711;0;;;;Concepcion;20120711
120712;0;;;35.87;Concepcion;20120712
120713;0;;;100;Concepcion;20120713
120714;0;;;100;Concepcion;20120714
120715;0;;;62.49;Concepcion;20120715
120716;0;;;54.39;Concepcion;20120716
120717;0;;;54.72;Concepcion;20120717
120718;0;;;48.95;Concepcion;20120718
120719;0;;;70.7898;Concepcion;20120719
120720;0;;;41.64;Concepcion;20120720
120721;0;;;54.6299;Concepcion;20120721
120722;0;;;31.71;Concepcion;20120722
120723;0;;;47.62;Concepcion;20120723
120724;0;;;36.04;Concepcion;20120724
120725;0;;;19.26;Concepcion;20120725
120726;0;;;26.51;Concepcion;20120726
120727;0;;;51.8;Concepcion;20120727
120728;0;;;33.98;Concepcion;20120728
120729;0;;;48.45;Concepcion;20120729
120730;0;;;27.79;Concepcion;20120730
120731;0;;;21.72;Concepcion;20120731
120801;0;;;36.9399;Concepcion;20120801
120802;0;;;20.45;Concepcion;20120802
120803;0;;;7.52699;Concepcion;20120803
120804;0;;;16.92;Concepcion;20120804
120805;0;;;19.79;Concepcion;20120805
120806;0;;;23.9;Concepcion;20120806
120807;0;;;0.066;Concepcion;20120807
120808;0;;;53.6899;Concepcion;20120808
120809;0;;;82.7;Concepcion;20120809
120810;0;;;90.2;Concepcion;20120810
120811;0;;;60.43;Concepcion;20120811
120812;0;;;68.1499;Concepcion;20120812
120813;0;;;47.12;Concepcion;20120813
120814;0;;;43.31;Concepcion;20120814
120815;0;;;47.48;Concepcion;20120815
120816;0;;;18.37;Concepcion;20120816
120817;0;;;14.36;Concepcion;20120817
120818;0;;;10.58;Concepcion;20120818
120819;0;;;49.35;Concepcion;20120819
120820;0;;;7.78999;Concepcion;20120820
120821;0;;;13.55;Concepcion;20120821
120822;0;;;24.37;Concepcion;20120822
120823;0;;;18.29;Concepcion;20120823
120824;0;;;31.4;Concepcion;20120824
120825;0;;;52.65;Concepcion;20120825
120826;0;;;54.2599;Concepcion;20120826
120827;0;;;70.7599;Concepcion;20120827
120828;0;;;69.6698;Concepcion;20120828
120829;0;;;73.74;Concepcion;20120829
120830;0;;;63.9;Concepcion;20120830
120831;0;;;63.31;Concepcion;20120831
120901;0;;;72.6698;Concepcion;20120901
120902;0;;;58.8799;Concepcion;20120902
120903;0;;;61.3;Concepcion;20120903
120904;0;;;48;Concepcion;20120904
120905;0;;;26.87;Concepcion;20120905
120906;0;;;26.67;Concepcion;20120906
120907;0;;;47.66;Concepcion;20120907
120908;0;;;21.75;Concepcion;20120908
120909;0;;;45.22;Concepcion;20120909
120910;0;;;59.1;Concepcion;20120910
120911;0;;;66.36;Concepcion;20120911
120912;0;;;51.53;Concepcion;20120912
120913;0;;;39.95;Concepcion;20120913
120914;0;;;41.06;Concepcion;20120914
120915;0;;;27.72;Concepcion;20120915
120916;0;;;17.92;Concepcion;20120916
120917;0;;;11.5;Concepcion;20120917
120918;0;;;15.49;Concepcion;20120918
120919;0;;;16.45;Concepcion;20120919
120920;0;;;23.95;Concepcion;20120920
120921;0;;;63.0699;Concepcion;20120921
120922;0;;;22.57;Concepcion;20120922
120923;0;;;27.3;Concepcion;20120923
120924;0;;;30.13;Concepcion;20120924
120925;0;;;38.47;Concepcion;20120925
120926;0;;;39.65;Concepcion;20120926
120927;0;;;52.4399;Concepcion;20120927
120928;0;;;30.25;Concepcion;20120928
120929;0;;;35.35;Concepcion;20120929
120930;0;;;34.5699;Concepcion;20120930
121001;0;;;25.82;Concepcion;20121001
121002;0;;;29.83;Concepcion;20121002
121003;0;;;28.62;Concepcion;20121003
121004;0;;;26.21;Concepcion;20121004
121005;0;;;27.93;Concepcion;20121005
121006;0;;;18.35;Concepcion;20121006
121007;0;;;17.62;Concepcion;20121007
121008;0;;;31.38;Concepcion;20121008
121009;0;;;18.97;Concepcion;20121009
121010;0;;;16;Concepcion;20121010
121011;0;;;25;Concepcion;20121011
121012;0;;;30;Concepcion;20121012
121013;0;;;26;Concepcion;20121013
121014;0;;;20;Concepcion;20121014
121015;0;;;23.97;Concepcion;20121015
121016;0;;;14.46;Concepcion;20121016
121017;0;;;18.37;Concepcion;20121017
121018;0;;;38.6;Concepcion;20121018
121019;0;;;25.24;Concepcion;20121019
121020;0;;;33.4399;Concepcion;20121020
121021;0;;;16.34;Concepcion;20121021
121022;0;;;7.697;Concepcion;20121022
121023;0;;;10.83;Concepcion;20121023
121024;0;;;15.41;Concepcion;20121024
121025;0;;;19.05;Concepcion;20121025
121026;0;;;27.86;Concepcion;20121026
121027;0;;;21.24;Concepcion;20121027
121028;0;;;30.54;Concepcion;20121028
121029;0;;;21.51;Concepcion;20121029
121030;0;;;29.01;Concepcion;20121030
121031;0;;;56.41;Concepcion;20121031
121101;0;;;24.21;Concepcion;20121101
121102;0;;;28.99;Concepcion;20121102
121103;0;;;29.21;Concepcion;20121103
121104;0;;;18.26;Concepcion;20121104
121105;0;;;18.79;Concepcion;20121105
121106;0;;;29.64;Concepcion;20121106
121107;0;;;31.85;Concepcion;20121107
121108;0;;;37.49;Concepcion;20121108
121109;0;;;14.89;Concepcion;20121109
121110;0;;;15.09;Concepcion;20121110
121111;0;;;16.56;Concepcion;20121111
121112;0;;;24.32;Concepcion;20121112
121113;0;;;30.63;Concepcion;20121113
121114;0;;;25.06;Concepcion;20121114
121115;0;;;16.81;Concepcion;20121115
121116;0;;;18.58;Concepcion;20121116
121117;0;;;32.35;Concepcion;20121117
121118;0;;;58.78;Concepcion;20121118
121119;0;;;21.04;Concepcion;20121119
121120;0;;;25.43;Concepcion;20121120
121121;0;;;31.58;Concepcion;20121121
121122;0;;;34.21;Concepcion;20121122
121123;0;;;32.05;Concepcion;20121123
121124;0;;;29.39;Concepcion;20121124
121125;0;;;33.9399;Concepcion;20121125
121126;0;;;33.97;Concepcion;20121126
121127;0;;;32.54;Concepcion;20121127
121128;0;;;45.77;Concepcion;20121128
121129;0;;;63.48;Concepcion;20121129
121130;0;;;32.77;Concepcion;20121130
121201;0;;;9.06998;Concepcion;20121201
121202;0;;;14.94;Concepcion;20121202
121203;0;;;12.57;Concepcion;20121203
121204;0;;;0.053;Concepcion;20121204
121205;0;;;12.53;Concepcion;20121205
121206;0;;;32.46;Concepcion;20121206
121207;0;;;14.42;Concepcion;20121207
121208;0;;;7.90199;Concepcion;20121208
121209;0;;;0.049;Concepcion;20121209
121210;0;;;18.48;Concepcion;20121210
121211;0;;;24.96;Concepcion;20121211
121212;0;;;15.3;Concepcion;20121212
121213;0;;;14;Concepcion;20121213
121214;0;;;11.26;Concepcion;20121214
121215;0;;;17.44;Concepcion;20121215
121216;0;;;11.65;Concepcion;20121216
121217;0;;;0.056;Concepcion;20121217
121218;0;;;6.183;Concepcion;20121218
121219;0;;;20.17;Concepcion;20121219
121220;0;;;11.33;Concepcion;20121220
121221;0;;;0.058;Concepcion;20121221
121222;0;;;7.81499;Concepcion;20121222
121223;0;;;10.65;Concepcion;20121223
121224;0;;;12.32;Concepcion;20121224
121225;0;;;;Concepcion;20121225
121226;0;;;;Concepcion;20121226
121227;0;;;0.058;Concepcion;20121227
121228;0;;;0.053;Concepcion;20121228
121229;0;;;7.869;Concepcion;20121229
121230;0;;;8.78998;Concepcion;20121230
121231;0;;;16.53;Concepcion;20121231
130101;0;;;11.7;Concepcion;20130101
130102;0;;;11;Concepcion;20130102
130103;0;;;8.29999;Concepcion;20130103
130104;0;;;6.1;Concepcion;20130104
130105;0;;;;Concepcion;20130105
130106;0;;;;Concepcion;20130106
130107;0;;;;Concepcion;20130107
130108;0;;;29.4;Concepcion;20130108
130109;0;;;24.9;Concepcion;20130109
130110;0;;;22.8;Concepcion;20130110
130111;0;;;31.4;Concepcion;20130111
130112;0;;;6.1;Concepcion;20130112
130113;0;;;41.8;Concepcion;20130113
130114;0;;;39.8;Concepcion;20130114
130115;0;;;39.6;Concepcion;20130115
130116;0;;;43.1;Concepcion;20130116
130117;0;;;47.7;Concepcion;20130117
130118;0;;;38.7;Concepcion;20130118
130119;0;;;12.1;Concepcion;20130119
130120;0;;;9.2;Concepcion;20130120
130121;0;;;7.5;Concepcion;20130121
130122;0;;;11.2;Concepcion;20130122
130123;0;;;13.6;Concepcion;20130123
